title,rating,feature
Jason X,4.8,year 2455 old earth contaminated planet abandon century brown world violent storm toxic landmass poisonous sea yet human return deadly place flee live research ancient rust artifact longgone civilization harmful environment could prove fatal intrepid young explorer land old earth friday 13th jason life horror science fiction james isaac kane hodder jeff geddis lexa doig david cronenberg
All Dogs Go to Heaven,6.8,casinoowning dog name charlie murder rival carface find heaven basically default since dog go heaven however since want get back killer con way back living warning damn hell back team old partner itchy prep retaliation also stumble onto orphan girl talk animal thus allow get inside info race ensure win finance plan however still haunt nightmare wait side unless prove worthy heaven drama animation family comedy fantasy don bluth burt reynolds dom deluise judith barsi melba moore
Thief,7.16,frank expert professional safecracker specialize highprofile diamond heist plan use illgotten income retire crime build nice life complete home wife kid accelerate process sign top gangster big score crime thriller action michael mann james caan tuesday weld robert prosky willie nelson
Jason and the Argonauts,7.163,jason fearless sailor explorer return home land thessaly long voyage claim rightful throne learn however must first find magical golden fleece must embark epic quest fraught fantastic monster terrible peril adventure family fantasy don chaffey todd armstrong nancy kovack gary raymond laurence naismith
Big Momma's House 2,5.766,fbi agent malcolm turner go back undercover big momma slicktalking slamdunking southern granny attitude spare granny must play nanny three dysfunctional upper class kid order spy computer hack dad comedy crime john whitesell martin lawrence marisol nichols kevin durand dan lauria
Exorcist II: The Heretic,4.525,bizarre nightmare plague regan macneil four year possession exorcism demon return combine faith knowledge vatican investigator research specialist free grasp drama horror thriller john boorman richard burton linda blair louise fletcher max von sydow
The Exorcist III,6.2,fifteenth anniversary exorcism claim father damien karras life police lieutenant kinderman world shatter boy find decapitated savagely crucify horror mystery william peter blatty george c. scott ed flanders brad dourif jason miller
The I Inside,6.0,simon cable wake hospital bed confuse disorient soon discovers doctor amnesia unable remember last two year life cable investigate happen slowly piece together enigmatic past thriller mystery science fiction drama roland suso richter ryan phillippe sarah polley piper perabo robert sean leonard
New Nightmare,6.431,cast crew nightmare elm street terrorize freddy krueger razorfingered glove cross real world horror mystery fantasy wes craven heather langenkamp robert englund miko hughes wes craven
The Haunting,5.453,dr david marrow invite three distinct individual eerie isolate hill house subject sleep disorder study unfortunate guest discover marrow far interested sinister mansion — soon see true nature horror horror thriller fantasy mystery jan de bont liam neeson lili taylor catherine zeta-jones owen wilson
Flushed Away,6.295,london highsociety mouse roddy flush toilet sid common sewer rat hang madcap adventure deep sewer bowel ratropolis roddy meet resourceful rita rodenthating toad faithful thug spike whitey adventure animation comedy family david bowers hugh jackman kate winslet ian mckellen jean reno
Blast from the Past,6.765,follow bomb scare 1960s lock weber bomb shelter 35 year adam venture forth los angeles obtain food supply family nonmutant wife drama romance comedy hugh wilson brendan fraser alicia silverstone christopher walken sissy spacek
Old School,6.603,three friend attempt recapture glory day open fraternity near alma mater comedy todd phillips luke wilson will ferrell vince vaughn jeremy piven
Guess Who,5.977,young africanamerican woman bring fiancé home meet parent neglect mention one tiny detail white comedy romance kevin rodney sullivan bernie mac ashton kutcher zoe saldaña judith scott
Masters of the Universe,5.717,world eternia aftermath skeletor war castle grayskull win seize grayskull surround city use cosmic key develop locksmith gwildor sorceress skeletor prisoner begin drain lifeforce wait moon eternia align great eye universe bestow godlike power upon action fantasy science fiction adventure thriller gary goddard dolph lundgren frank langella meg foster billy barty
Street Fighter,4.6,col guile various martial art hero fight tyranny dictator bison cohort action adventure comedy thriller steven e. de souza jean-claude van damme raúl juliá ming-na wen byron mann
Halloween H20: 20 Years Later,6.0,two decade survive massacre october 31 1978 former baby sitter laurie strode find hunt persistent knifewielder michael myers laurie live northern california assumed name work headmistress private school far enough escape myers soon discover whereabouts halloween descends upon laurie peaceful community feeling dread weighs upon good reason horror thriller steve miner jamie lee curtis josh hartnett adam arkin michelle williams
Nothing to Lose,6.536,advertising executive nick beame learn wife sleep employer state despair encounter bumbling thief whose attempted carjacking go awry nick take involuntary joyride soon betrayed businessman incompetent crook strike partnership develop robberyrevenge scheme turn criminal area appreciate competition comedy crime steve oedekerk martin lawrence tim robbins john c. mcginley giancarlo esposito
xXx: State of the Union,5.041,darius stone criminal record extreme sport obsession make perfect candidate new xxx agent must save yous government deadly conspiracy lead fivestar general secretary defense george deckert action adventure crime mystery thriller lee tamahori ice cube samuel l. jackson willem dafoe scott speedman
Land of the Dead,6.18,world full zombie survivor barricade inside walled city keep living dead wealthy hide skyscraper chaos rule street rest survivor must find way stop evolve zombie break city horror science fiction george a. romero robin ward bryan renfro simon baker john leguizamo
